2019-03-24_14:51:02:
- etiqueta de inquérito excluída: apagar
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-21_01:47:28.html	teste	80	3	they :: make.*VERB	en_ewt_ud.conllu	2019-02-21_01:47:28
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-21_01:47:18.html	teste	0	3	they :: make.*VERB :: beautiful	en_ewt_ud.conllu	2019-02-21_01:47:18
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-21_01:46:40.html	teste	0	3	they :: make.*VERB :: bleed	en_ewt_ud.conllu	2019-02-21_01:46:40
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-20_20:06:08.html	teste	325	4	ADP.*PIV.*mark :: ICL-P<	bosque_UD_2.4.conllu	2019-02-20_20:06:08
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-20_20:05:50.html	teste	0	1	ADP.*PIV.*mark :: ICL-P<	bosque_UD_2.4.conllu	2019-02-20_20:05:50
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-20_19:31:05.html	teste	1	1	two hundred	en_ewt_ud.conllu	2019-02-20_19:31:05
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-20_19:28:45.html	teste	0	1	two hundred	bosque_AUX_oque.conllu	2019-02-20_19:28:45
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-20_15:52:43.html	teste	54	1	VERB.*\n.*para.*\n.*advcl	bosque_UD_2.4.conllu	2019-02-20_15:52:43
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-19_12:28:41.html	teste	1995	1	ADP.*mark	bosque_UD_2.4.conllu	2019-02-19_12:28:41
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-19_11:35:06.html	teste	556	1	\tADP\t.*PRT-AUX<	ADP_aux.conllu	2019-02-19_11:35:06
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-18_13:52:27.html	teste	2	1	usado por	bosque_AUX_oque.conllu	2019-02-18_13:52:27
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-18_13:51:56.html	teste	0	1	eleito por	bosque_AUX_oque.conllu	2019-02-18_13:51:56
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_21:51:08.html	teste	156	1	.*\t(mil|milhão|bilhão|trilhão)\tnoun\t	nmod_nummod.conllu	2019-02-17_21:51:08
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_19:57:07.html	teste	1	1	CP993-6	bosque_AUX_oque.conllu	2019-02-17_19:57:07
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_19:31:49.html	teste	189	1	.*\t(mil|milhão|bilhão|trilhão)\tnoun\t	bosque_UD_2.4.conllu	2019-02-17_19:31:49
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_17:43:53.html	teste	158	1	.*\t(mil|milhão|bilhão|trilhão)\tnoun\t	bosque_AUX_oque.conllu	2019-02-17_17:43:53
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_17:18:17.html	teste	1571	4	\tNUM\t.*(?!nummod) :: \t(NUM|NOUN)\t	bosque_UD_2.4.conllu	2019-02-17_17:18:17
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_17:18:31.html	teste	83	4	\tNUM\t(?!.*nummod) :: \t(NUM|NOUN)\t	bosque_UD_2.4.conllu	2019-02-17_17:18:31
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_15:21:04.html	teste	34	1	teste	bosque_UD_2.4.conllu	2019-02-17_15:21:04
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_03:26:06.html	teste	34	1	teste	bosque_UD_2.4.conllu	2019-02-17_03:26:06
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-17_03:08:24.html	teste	34	1	teste	bosque_UD_2.4.conllu	2019-02-17_03:08:24
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-16_17:38:17.html	teste	134	1	\to\t.*\tDET\t.*\n.*\tque\t.*prontype=rel	bosque_AUX_oque.conllu	2019-02-16_17:38:17
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-16_17:36:55.html	teste	1	1	cf783-9	bosque_AUX_oque.conllu	2019-02-16_17:36:55
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-16_01:38:32.html	teste	1925	4	ADP.*PIV.*CASE :: P<.*obl	bosque_UD_2.4.conllu	2019-02-16_01:38:32
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-15_00:22:04.html	teste	1	1	São peemedebistas os líderes	bosque_UD_2.4.conllu	2019-02-15_00:22:04
